MonitorDate,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RH,SO2,THC,WS_HR,Weekday,AQI,RAINFALL
2020/1/1,16.53,1.797,0.31,0.095,1.11,11.67,12.8,28.4,15,7,74.46,0.9,1.891,2.06,1,31,0
2020/1/2,18.45,1.901,0.43,0.163,4.55,19.05,23.62,19.3,21,9,73.29,1.8,2.064,0.86,1,36,0
2020/1/3,18.8,1.893,0.56,0.175,8.73,20.99,29.73,20.3,29,16,74.54,2.2,2.069,0.85,1,51,0
2020/1/4,19.59,1.936,0.6,0.203,8.87,20.84,29.71,21,38,25,76.31,2,2.138,0.68,0,73,0
2020/1/5,20.4,1.851,0.46,0.113,2.5,14.7,17.2,33.1,38,23,76.42,1.4,1.964,1.06,0,70,0
2020/1/6,19.48,1.907,0.56,0.152,3.94,17.85,21.81,23.3,61,35,82.45,1.8,2.058,0.88,1,100,0
2020/1/7,20.55,1.952,0.75,0.225,8.73,27.77,36.51,19.2,49,30,76.24,2.8,2.177,0.99,1,86,0
2020/1/8,19.14,1.869,0.54,0.14,2.12,15.33,17.45,34.3,37,17,65.53,1.4,2.009,2.5,1,53,0
2020/1/9,19.44,1.85,0.52,0.148,1.4,16.29,17.7,31.8,35,18,65.4,2.9,1.998,1.36,1,58,0
2020/1/10,19.66,1.885,0.56,0.168,7.38,18.83,26.22,23.6,34,18,74.62,2.4,2.053,0.86,1,57,0
2020/1/11,19.06,1.809,0.31,0.086,1.06,13.32,14.34,30,36,19,79.27,1.9,1.895,1.05,0,60,0
2020/1/12,15.48,1.801,0.42,0.116,2.29,9.58,11.87,28.3,21,10,77.44,2.7,1.917,2.64,0,32,0
2020/1/13,16.69,1.791,0.34,0.096,1.54,11.59,13.14,36,32,17,71.46,1.8,1.887,2.14,1,54,0
2020/1/14,17.78,1.794,0.34,0.094,1.07,12.98,14.08,33.1,36,18,76.7,2.4,1.888,1.73,1,58,14.4
2020/1/15,18.9,1.83,0.45,0.103,1.36,12.47,13.84,36.4,30,19,73.01,1.5,1.933,1.52,1,59,0
2020/1/16,18.83,1.805,0.39,0.106,1.29,12.55,13.89,36.3,24,13,78.72,1.7,1.912,1.28,1,46,0
2020/1/17,15.52,1.78,0.3,0.097,1.02,10.75,11.78,30.6,12,6,81.2,2,1.878,2.41,1,30,0
2020/1/18,14.67,1.832,0.45,0.11,1.28,12.15,13.46,29.2,33,18,71.21,1.6,1.942,2.33,0,56,0
2020/1/19,15.45,1.831,0.48,0.093,0.74,11.36,12.14,30.5,43,26,77.93,1.8,1.924,1.65,0,77,0
2020/1/20,16.07,1.848,0.52,0.112,1.37,13.2,14.59,34.8,33,20,69.02,1.6,1.96,2.08,1,63,0
2020/1/21,18.26,1.941,0.7,0.212,2.96,23.89,26.81,33.9,51,36,67.19,3.1,2.153,1.18,1,101,0
2020/1/22,19.5,2.053,0.96,0.285,9.46,26.94,36.41,22.4,66,43,77.53,3.1,2.339,0.7,1,120,0
2020/1/23,22.12,1.932,0.67,0.184,3.96,20.93,24.89,33.3,44,32,68.17,1.5,2.116,0.85,1,92,0
2020/1/24,19.53,1.829,0.43,0.069,0.48,8.95,9.5,34.2,32,20,86.58,0.8,1.898,1.65,1,63,0
2020/1/25,18.33,1.792,0.29,0.048,0.77,6.71,7.48,38.1,18,9,86.91,1.3,1.84,2.1,0,37,2.6
2020/1/26,17.27,1.765,0.21,0.037,0.82,5.9,6.74,36.4,6,3,87.61,1.5,1.801,1.62,0,40,138
2020/1/27,15.08,1.788,0.26,0.049,0.88,7.74,8.63,31.1,14,4,78.32,3.4,1.837,1.45,1,32,4.2
2020/1/28,14.11,1.799,0.35,0.049,0.83,6.82,7.69,36.8,17,6,72.17,1,1.848,2.19,1,37,0
2020/1/29,12.74,1.823,0.35,0.061,0.65,8.47,9.16,34.2,19,10,66.63,1.4,1.883,2.08,1,36,0
2020/1/30,12.19,1.851,0.42,0.076,1.04,9.91,11,42.2,34,25,52.82,2.7,1.927,1.87,1,75,0
2020/1/31,12.83,1.869,0.44,0.085,1.06,10.66,11.75,41.9,42,32,52.18,3.1,1.954,2.4,1,90,0
2020/2/1,14.26,1.872,0.37,0.093,0.98,12.76,13.78,38.9,34,23,59.18,2.1,1.964,1.63,0,69,0
2020/2/2,16.33,1.854,0.37,0.093,1.43,13.44,14.87,33.2,24,14,65.63,1.1,1.947,0.69,0,47,0
2020/2/3,17.25,1.831,0.34,0.098,2.57,12.88,15.47,30.1,26,15,73.6,1.7,1.93,1.57,1,48,0
2020/2/4,16.88,1.788,0.34,0.106,0.96,9.45,10.42,40.8,19,10,83.19,1.7,1.894,1.8,1,42,7.8
2020/2/5,16.48,1.771,0.27,0.085,1.19,8.85,10.02,40.7,20,12,75.43,2.6,1.856,2.8,1,40,3.2
2020/2/6,19.75,1.767,0.29,0.07,1.86,7.01,8.87,44.6,24,12,69.52,0.9,1.838,1.61,1,50,0
2020/2/7,15.91,1.744,0.27,0.084,1.1,9.04,10.17,37.2,15,5,84.44,1.8,1.828,1.69,1,37,8.6
2020/2/8,15.86,1.769,0.34,0.076,1.44,9.2575,10.6775,40.4,26,11,70.15,2.2,1.845,3.03,0,40,0
2020/2/9,15.36,1.801,0.32,0.076,0.76,7.94,8.73,41.1,27,16,68.26,1,1.877,2.59,0,52,0
2020/2/10,17.8,1.845,0.47,0.136,3.91,16.61,20.54,28.6,37,23,61.11,1.4,1.981,1.22,1,71,0
2020/2/11,18.33,1.858,0.45,0.135,2.87,15.59,18.46,32.5,59,35,79.48,1.1,1.993,0.75,1,98,0
2020/2/12,21.05,1.953,0.73,0.239,5.39,25.4,30.78,27.4,46,32,66.47,2.4,2.192,0.79,1,92,0.4
2020/2/13,21.73,1.865,0.46,0.128,1.51,19.43,20.93,30.3,39,27,73.45,1.3,1.993,0.86,1,79,1.2
2020/2/14,20.73,1.866,0.44,0.158,4.44,18.09,22.54,18.5,32,22,80.75,2.9,2.023,0.97,1,66,0.2
2020/2/15,22.99,1.804,0.4,0.175,2.74,15.61,18.4,24.6,28,19,74.72,2.3,1.979,0.98,0,59,1.2
2020/2/16,13.78,1.774,0.35,0.105,0.53,6.55,7.11,28.4,12,6,82.83,3.1,1.879,2.88,0,30,146
2020/2/17,11.81,1.753,0.24,0.072,0.99,5.88,6.85,41.9,33,14,56.97,1.5,1.825,3.28,1,45,0
2020/2/18,13.86,1.773,0.28,0.104,1.2225,8.945,10.2375,40.9,26,11,53.23,1.7,1.877,2.89,1,41,0
2020/2/19,16.15,1.854,0.41,0.14,4.79,15.03,19.8,30.3,27,12,68.67,1.1,1.994,0.67,1,46,0
2020/2/20,17.72,1.82,0.37,0.144,2.9,16.24,19.19,23.5,26,14,75.22,1.8,1.964,1.51,1,46,0
2020/2/21,17.51,1.828,0.33,0.13,1.97,13.08,15.11,27.9,35,15,81.91,1.5,1.958,0.53,1,47,0
2020/2/22,19.08,1.793,0.35,0.125,0.74,11.67,12.36,41.6,40,25,76.64,0.9,1.918,2.16,0,75,0
2020/2/23,20.57,1.775,0.3,0.075,0.65,8.04,8.75,45.3,38,18,65,1.8,1.85,2.25,0,56,0
2020/2/24,20.06,1.929,0.49,0.16,2.98,15.63,18.59,37.1,57,31,76.66,3.3,2.089,1.07,1,90,0
2020/2/25,21.6,1.887,0.62,0.195,6.16,22.91,29.06,21.2,38,27,69.44,1,2.081,0.86,1,80,0
2020/2/26,22.47,1.855,0.41,0.17,4.91,16.97,21.78,27.6,33,20,70.84,0.7,2.025,1.32,1,62,0
2020/2/27,19.85,1.732,0.31,0.115,1.18,10.09,11.26,43.9,30,13,74.52,1.1,1.847,2.93,1,43,0
2020/2/28,20.32,1.836,0.51,0.17,2.98,16.59,19.59,32.7,69,29,79.21,1.3,2.006,0.6,1,85,0
2020/2/29,22.36,1.947,0.44,0.17,4.94,17.88,22.84,23.4,32,19,68.99,1.3,2.117,0.9,0,61,0
2020/3/1,20.78,1.922,0.41,0.145,3.71,11.54,15.25,27.6,29,20,79.48,1.4,2.067,1.2,0,61,0
2020/3/2,18.08,1.743,0.32,0.095,1.1,8.85,9.97,43.3,25,10,68.81,0.8,1.838,3.02,1,44,0
2020/3/3,20.06,1.798,0.38,0.187,1.6,15.61,17.21,37.7,31,15,70.83,2.5,1.985,1.38,1,49,0
2020/3/4,17.73,1.783,0.33,0.123,0.83,11.76,12.6,34.8,19,10,79.7,1.6,1.906,2.5,1,40,0.2
2020/3/5,15.51,1.757,0.32,0.097,0.93,9.1,10.06,42.3,20,12,76.4,2.1,1.853,3,1,43,6.8
2020/3/6,18.66,1.845,0.53,0.219,3.51,19.41,22.94,29,29,14,74.76,2,2.064,0.66,1,45,0
2020/3/7,21.62,1.915,0.47,0.206,2.98,20.12,23.1,28.5,40,22,75.43,2,2.121,0.84,0,67,0
2020/3/8,22.22,1.796,0.32,0.092,0.4,9.33,9.67,41.1,39,21,78.59,1.8,1.888,0.94,0,65,0
2020/3/9,21.92,1.778,0.36,0.102,2.16,8.61,10.75,29.8,40,20,82.53,1.6,1.88,1.67,1,63,0.8
2020/3/10,19.02,1.808,0.33,0.123,1.19,12.1,13.32,33,16,10,77.37,1.8,1.931,2.18,1,40,56
2020/3/11,18.86,1.835,0.36,0.136,1.03,10.54,11.59,44.6,37,18,59.73,2.5,1.971,2.17,1,58,0
2020/3/12,19.56,1.956,0.59,0.251,5.83,23.64,29.5,18.9,45,28,78.29,2.4,2.207,0.69,1,83,1.6
2020/3/13,19.96,1.875,0.48,0.164,2.32,14.7,17.03,30.3,23,13,86.38,0.9,2.039,0.93,1,42,12
2020/3/14,16.86,1.802,0.33,0.086,0.69,9.22,9.95,47.3,32,16,70.83,1.2,1.888,2.76,0,51,2.8
2020/3/15,18.07,1.825,0.33,0.097,0.52,8.98,9.5,51.7,55,20,50.9,2,1.921,2.34,0,74,0
2020/3/16,20.32,1.845,0.4,0.195,1.06,14.76,15.84,48.3,38,17,46.15,1.3,2.04,1.07,1,100,0
2020/3/17,20.48,1.937,0.44,0.139,1.06,16.39,17.51,49.4,51,26,65.89,2,2.075,0.87,1,93,0
2020/3/18,20.49,1.92,0.47,0.164,1.6,17.24,18.85,38.9,42,29,75.24,2.1,2.083,0.82,1,84,1.2
2020/3/19,20.78,1.894,0.59,0.192,5.01,20.37,25.4,22.8,43,32,83.42,1.7,2.086,0.85,1,91,4.6
2020/3/20,22.12,1.959,0.51,0.18,1.34,18.35,19.69,40.3,52,30,74.44,2.7,2.14,1.08,1,87,0
2020/3/21,23.6,1.904,0.45,0.11,0.98,14.24,15.19,40.1,49,23,73.45,2.1,2.014,1.06,0,69,0
2020/3/22,25.28,1.848,0.38,0.068,0.94,10.78,11.73,42,39,23,70.05,3.3,1.916,2.13,0,68,0
2020/3/23,22.43,1.848,0.3,0.058,0.68,12.42,13.14,42.7,47,24,74.76,2.7,1.905,2.03,1,72,0
2020/3/24,22.52,1.831,0.28,0.127,1.27,12.9,14.18,39.4,36,16,71.91,2.2,1.957,1.54,1,51,0
2020/3/25,23.58,1.908,0.38,0.154,2.65,16.53,19.14,34.8,51,27,77.65,1.7,2.063,1.01,1,84,0
2020/3/26,25.81,1.978,0.47,0.17,3.94,16.7,20.66,33.5,42,25,69.6,1.2,2.148,0.77,1,75,0
2020/3/27,25.66,1.882,0.37,0.124,2.19,15.18,17.38,24,36,22,74.18,2.5,2.006,1.2,1,67,0
2020/3/28,18.92,1.823,0.28,0.056,0.58,9.09,9.68,36.2,12,7,82,1.4,1.879,2.04,0,38,12.4
2020/3/29,18.25,1.851,0.3,0.067,1.16,10.18,11.34,36.9,21,9,70.1,2.4,1.918,1.85,0,41,0
2020/3/30,19.73,1.927,0.43,0.115,1.72,14.27,16,22.5,19,9,80.24,2.3,2.041,1.01,1,30,1.066666667
2020/3/31,21.14,1.878,0.38,0.114,1.48,14.05,15.57,33.7,21,10,79.45,1.9,1.991,1.15,1,38,5
2020/4/1,18.52,1.825,0.32,0.088,1.02,10.5,11.53,37.3,16,7,77.04,2.5,1.913,2.09,1,40,13.8
2020/4/2,18.92,1.863,0.33,0.098,0.94,12.72,13.74,40.9,26,15,79.79,1.9,1.96,1.48,1,48,18.8
2020/4/3,20.07,1.838,0.33,0.06,0.62,8.69,9.32,47.7,44,20,80.43,2.3,1.898,1.88,1,62,0.2
2020/4/4,18.6,1.81,0.27,0.052,0.72,7.33,8.08,53,28,15,74.75,2,1.861,2.3,0,61,0
2020/4/5,18.07,1.82,0.31,0.063,0.76,9.04,9.8,54.9,36,18,68,1.8,1.882,2.45,0,71,2.2
2020/4/6,18.73,1.837,0.33,0.12,1.25,16.15,17.41,36.9,29,14,73.1,2.2,1.957,1.65,1,45,7.2
2020/4/7,17.35,1.807,0.26,0.087,0.72,12.08,12.84,44,22,11,77.23,2.1,1.893,2.1,1,46,1.4
2020/4/8,19.6,1.832,0.35,0.152,1.74,16.05,17.79,39.2,32,15,68.2,1.8,1.984,1.96,1,47,0
2020/4/9,21.43,1.834,0.34,0.108,1.55,12.13,13.67,52.1,30,17,64.77,2.4,1.942,1.89,1,80,0
2020/4/10,23.38,1.853,0.46,0.12,2.29,15.7,17.99,42.2,31,16,60.37,2.2,1.973,1.1,1,84,3.666666667
2020/4/11,20.4,1.938,0.4,0.12,1.6,14.28,15.87,35.3,38,23,80.55,1.1,2.058,0.7,0,70,20.2
2020/4/12,16.66,1.841,0.27,0.073,1.2,8.1,9.31,46.7,19,11,69.86,1.2,1.914,1.72,0,67,1
2020/4/13,17.17,1.805,0.28,0.072,1.84,9.85,11.69,55.2,41,20,45.4,2.4,1.878,1.82,1,115,0
2020/4/14,20.02,1.891,0.38,0.106,1.52,13.23,14.75,62.2,41,23,46.88,2.3,1.997,1.18,1,132,0
2020/4/15,21.6,1.994,0.39,0.113,1.07,12.92,13.99,59.7,47,28,63.26,1.9,2.107,1.34,1,132,0.2
2020/4/16,22.24,2.086,0.45,0.187,3.5,21.46,24.97,42.3,42,25,58,2.1,2.273,0.98,1,115,0
2020/4/17,23.49,1.948,0.5,0.156,2.76,18.03,20.78,32.7,38,23,66.92,0.8,2.104,1.3,1,69,0
2020/4/18,25.04,1.906,0.41,0.128,1.52,13.95,15.47,37.1,45,27,68.16,1.9,2.034,0.94,0,80,0
2020/4/19,25.88,1.887,0.43,0.097,2.04,11.37,13.41,22.7,38,22,76.76,2.7,1.984,1.65,0,67,0
2020/4/20,26.75,1.864,0.41,0.122,2.11,11.72,13.83,42.3,34,19,66.93,2.6,1.985,1.02,1,112,0
2020/4/21,22.95,1.815,0.42,0.09,1.12,8.26,9.38,58.3,30,13,78.71,1.5,1.905,1.49,1,80,0
2020/4/22,20.08,1.805,0.3,0.075,0.75,8.37,9.18,52.3,11,5,75.62,1.5,1.881,2.85,1,64,4
2020/4/23,19.13,1.823,0.31,0.098,0.9,10.42,11.34,49,15,10,77.18,1.5,1.921,2.32,1,51,6
2020/4/24,18.04,1.81,0.32,0.093,1.4,11.27,12.68,49,11,8,74.31,1.3,1.904,2.1,1,51,1
2020/4/25,21.17,2.015,0.49,0.168,3.47,17.68,21.15,33.4,33,23,73.67,1.8,2.183,0.66,0,80,0
2020/4/26,22.27,1.966,0.45,0.11,1.62,11.96,13.59,34.5,28,19,72.56,1.5,2.076,1.2,0,60,0.2
2020/4/27,23.57,1.874,0.35,0.134,2.56,16.3,18.86,33.3,20,10,63.19,1.6,2.008,1.15,1,35,0
2020/4/28,24.95,1.814,0.29,0.083,1.91,9.86,11.77,50.5,33,12,54.73,1.7,1.898,2.19,1,71,0
2020/4/29,25.18,1.881,0.42,0.116,1.81,12.2,14.01,52.4,45,24,61.54,2.5,1.997,0.93,1,146,0.4
2020/4/30,25.28,1.907,0.41,0.142,1.62,15.16,16.78,43.6,48,29,66.21,2.4,2.048,0.88,1,84,0
2020/5/1,25.49,1.981,0.48,0.16,1.91,17.96,19.87,35.3,49,31,67.09,1.5,2.141,0.84,1,90,1.6
2020/5/2,26.73,1.902,0.42,0.107,2.29,13.51,15.8,35.1,37,26,63.99,1.8,2.009,1.02,0,76,0.4
2020/5/3,27.59,1.775,0.27,0.06,2.24,7.92,10.16,21.5,25,13,71.9,2.3,1.835,2.14,0,42,0
2020/5/4,28.16,1.75,0.27,0.053,1.47,5.73,7.23,26.7,25,13,71.19,2.6,1.803,1.8,1,41,0
2020/5/5,28.82,1.801,0.3,0.09,1.73,7.67,9.43,26.5,35,16,67.48,2.5,1.891,2.38,1,52,0
2020/5/6,28.63,1.763,0.31,0.107,2.25,10.32,12.56,21.8,27,12,65.25,2.4,1.869,2.44,1,40,0
2020/5/7,26.67,1.803,0.3,0.103,1.44,10.13,11.57,32.3,14,7,75.02,2.4,1.906,0.75,1,43,21.4
2020/5/8,28.67,1.768,0.25,0.094,4.43,10.56,14.99,16.8,25,12,70.34,2.8,1.863,1.76,1,39,0
2020/5/9,29.6,1.723,0.17,0.062,3.06,7.77,10.84,14.6,20,9,66.26,1.8,1.785,2.36,0,29,0
2020/5/10,29.06,1.733,0.22,0.055,1.52,6.23,7.77,24.9,26,11,70.33,1.5,1.788,1.31,0,35,0
2020/5/11,26.97,1.838,0.43,0.127,1.22,9.79,11.02,43.8,32,18,75.2,1.6,1.965,1.35,1,71,0.2
2020/5/12,24.72,1.856,0.4,0.14,1.16,12.91,14.07,35.1,30,16,77.61,2.2,1.996,1.22,1,53,4
2020/5/13,27.25,1.879,0.45,0.117,0.74,12.39,13.18,57.5,42,23,56.88,1.5,1.996,1.53,1,136,0
2020/5/14,27.54,1.89,0.4,0.104,1.58,12.59,14.19,50.9,54,27,67.28,1.9,1.994,1.18,1,143,0
2020/5/15,28.79,1.856,0.37,0.092,1.96,10.17,12.13,32.8,37,16,64.5,2,1.948,1.2,1,54,0
2020/5/16,28.59,1.775,0.32,0.092,3.84,10.75,14.59,17.8,23,11,69.69,1.7,1.868,1.04,0,35,13
2020/5/17,28.92,1.73,0.23,0.063,3.04,7.42,10.46,20,17,4,64.23,1.5,1.792,1.1,0,28,0
2020/5/18,26.8,1.715,0.27,0.068,2.64,9.41,12.06,23.3,21,8,75.94,2,1.783,2.04,1,32,34.2
